Арт. Изделия|Название|Комментарий|Цена рекомендованная в евро|Производитель|Категория|,
Z140|Головная часть пеногенератора SCX/50C в сборе.||94,562|3|28|
ZZ/26|Копье|600мм|16,003|3|28|
ZZ/25|Копье|300мм|13,403|3|28|
PVC/10|Шланг|10м|30,55|3|28|
LMP/75|Пистолет-копье (пластик)|750мм|28,067|3|28|
LM/75|Пистолет-копье (металл)|750мм|31,187|3|28|
ZZ/12|Форсунка (стандарт)||4,615|3|28|
ZZ/13|Форсунка (густая пена)||4,615|3|28|
ZZ/17|Форсункодержатель (пластик)||2,405|3|28|
ZZ/14|Рем. комплект пистолета||6,877|3|28|
Z025|Манометр||6,721|3|28|
Z155|Кран пенообразования||9,516|3|28|
Z117|Регулятор давления||9,035|3|28|
Z021|Воронка||1,469|3|28|
Z010|Гайка быстросъема||0,65|3|28|
Z009|Гайка крепления основания||5,928|3|28|
ZZ/34|Заглушка пистолета||1,56|3|28|
Z055|Клапан перепускной||7,488|3|28|
Z042|Колесо для 100 л.||9,178|3|28|
Z040|Колесо для 25 л.||2,301|3|28|
Z041|Колесо для 50 л.||6,812|3|28|
ZZ/32|Кольцо||0,234|3|28|
ZZ/27|Копье для пеногенератора 75 см.||21,593|3|28|
ZZ/36|Корпус пистолета (пластик)||6,071|3|28|
Z038|Кран шаровой||9,334|3|28|
ZZ/39|Курок||2,587|3|28|
Z035|Нипель||0,936|3|28|
Z011|Основание (распределитель) ||19,487|3|28|
Z034|Переходник T-образный||3,328|3|28|
ZZ/38|Предохранитель||0,507|3|28|
Z047|Пробка||9,256|3|28|
ZZ/33|Прокладка||0,481|3|28|
Z027|Прокладка основания||0,143|3|28|
Z028|Прокладка пробки||0,195|3|28|
ZZ/20|Сетчатый фильтр||1,677|3|28|
Z001|Стакан||1,508|3|28|
ZZ/37|Толкатель||0,338|3|28|
Z086|Трубка всасывающая для 100 л.||5,707|3|28|
Z080|Трубка всасывающая для 24 л.INOX||7,943|3|28|
Z030|Трубка всасывающая для 25 л.||5,395|3|28|
Z031|Трубка всасывающая для 50 л.||5,993|3|28|
Z081|Трубка всасывающая для 50 л.INOX||9,594|3|28|
Z051|Трубка индикаторная для 100 л.||1,131|3|28|
Z052|Трубка индикаторная для 150 л.||1,378|3|28|
Z049|Трубка индикаторная для 25 л.||0,897|3|28|
Z050|Трубка индикаторная для 50 л.||1,313|3|28|
Z036|Уголок||2,704|3|28|
Z048|Шланг-конектор||8,216|3|28|
ZZ/31|Шпонка||0,845|3|28|
ZZ/35|Шток курка||2,405|3|28|
215 PANDA XP PLAST|PANDA 215 XP PLAST|1500Вт,220В,230м3/ч,16л|113,1|4|29|,,,,,,,,
215 PANDA M XP PLAST|PANDA 215 M XP PLAST|1500Вт,220В,230м3/ч,17л|117|4|29|,,,,,,,,,
515 PANDA XP PLAST|PANDA 515 XP PLAST|1500Вт,220В,230м3/ч,27л|123,5|4|29|,,,,,,,,
429 PANDA GA XP PLAST|PANDA 429 GA XP PLAST|2*1400Вт,220В,460м3/ч,62л|235,3|4|29|,,,,,,,,
440 PANDA GA XP PLAST|PANDA 440 GA XP PLAST|3*1400Вт,220В,690м3/ч,62л|267,8|4|29|,,,,,,,,
440M PANDA GA XP PLAST|PANDA 440M GA XP PLAST|3*1400Вт,220В,690м3/ч,62л,на тележке|296,4|4|29|,,,,,,,
215 PANDA S XP|PANDA 215 XP SMALL INOX|1500Вт,220В,255м3/ч,18л|127,4|4|30|,,,,,,,,
515/26 PANDA XP|PANDA 515/26 XP INOX|1500Вт,220В,255м3/ч,26л|136,5|4|30|,,,,,,,,
515/33PANDA XP|PANDA 515/33 XP INOX|1500Вт,220В,255м3/ч,33л|141,7|4|30|,,,,,,,,
429 PANDA GA XP|PANDA 429 GA XP INOX|2*1400Вт,220В,510м3/ч,62л|247|4|30|,,,,,,,,,
440 PANDA GA XP|PANDA 440 GA XP INOX|3*1400Вт,220В,765м3/ч,62л|279,5|4|30|,,,,,,,,
440M PANDA GA XP|PANDA 440M GA XP INOX|3*1400Вт,220В,765м3/ч,62л,на тележке|312|4|30|,,,,,,,,
215 PANDA|PANDA 215 INOX|1300Вт,220В,200м3/ч,26л|209,3|4|31|,,,,,,,,
503 PANDA|PANDA 503 INOX|1400Вт,220В,200м3/ч,32л|236,6|4|31|,,,,,,,,
423 PANDA|PANDA 423 INOX|2*1400Вт,220В,400м3/ч,63л|409,5|4|31|,,,,,,,,
433 PANDA|PANDA 433 INOX|3*1400Вт,220В,600м3/ч,63л|492,7|4|31|,,,,,,,,
623 PANDA|PANDA 623 INOX|2*1400Вт,220В,400м3/ч,78л|466,7|4|31|,,,,,,,,
633 PANDA|PANDA 633 INOX|3*1400Вт,220В,600м3/ч,78л|560,3|4|31|,,,,,,,,
504 JUSTO PANDA|PANDA 504 JUSTO INOX с розеткой 1,5кВ|1500Вт,220В,140м3/ч,32л|383,5|4|32|,,,,,,,
FOXX|FOX (в комплекте с наплечным ремнем) |1200Вт,220В,210м3/ч,6л,3кг|70,2|5|33|,,,,,,,
YVO W TORN|TORNADO YVO WET|1300Вт,220В,210м3/ч,12,5л|159,90 €|5|34|,,,,,,,
YVO W/M TORN|TORNADO YVO MAXI WET|1300Вт,220В,210м3/ч,16л|167,70 €|5|34|,,,,,,,,
115TPR/2TORN115|TORNADO 115 Plast|1300Вт,220В,200м3/ч,27л|178,1|5|35|,,,,,,,,
315TPR/2TORN315|TORNADO 315 Plast|1400Вт,220В,200м3/ч,35л|201,5|5|35|,,,,,,,,
440TPR/2TORN440|TORNADO 440 Plast|3*1400Вт,220В,600м3/ч,72л|403|5|35|,,,,,,,,,
440TPR/BTORN440B|TORNADO 440 Plast Basc (на тележке)|3*1400Вт,220В,600м3/ч,72л|456,3|5|35|,,,,,,,,
TORN429FPL|TORNADO 429 FLOWMIX Plast |2*1300Вт,220В,400м3/ч,72л|340,6|5|36|,,,,,,,,
TORN429FB|TORNADO 429 FLOWMIX M Plast (на тележке)|2*1300Вт,220В,400м3/ч,72л|417,3|5|36|,,,,,,,,
215TPR/2TORN215|TORNADO 215 Inox|1300Вт,220В,200м3/ч,26л|209,3|5|37|,,,,,,,,
503TPR/2TORN503|TORNADO 503 Inox|1400Вт,220В,200м3/ч,32л|236,6|5|37|,,,,,,,,
423TPR/2TORN423|TORNADO 423 Inox|2*1400Вт,220В,400м3/ч,63л|409,5|5|37|,,,,,,,,
433TPR/2TORN433|TORNADO 433 Inox|3*1400Вт,220В,600м3/ч,63л|492,7|5|37|,,,,,,,,
629TPR/2TORN629|TORNADO 629 Inox|2*1300Вт,220В,400м3/ч,78л|453,7|5|37|,,,,,,,,
640TPR/2TORN640|TORNADO 640 Inox|3*1300Вт,220В,600м3/ч,78л|535,6|5|37|,,,,,,,,
623TPR/2TORN623|TORNADO 623 Inox|2*1400Вт,220В,400м3/ч,78л|466,7|5|37|,,,,,,,,
633TPR/2TORN633|TORNADO 633 Inox |3*1400Вт,220В,600м3/ч,78л|560,3|5|37|,,,,,,,,
429FTPR/TORN429|TORNADO 429 FLOWMIX Inox |2*1300Вт,220В,400м3/ч,63л|400,4|5|38|,,,,,,,,
429FBTPR/TOR629|TORNADO 629 FLOWMIX Inox |2*1300Вт,220В,600м3/ч,78л|473,2|5|38|,,,,,,,,
TPR3FST/TORN3FL|TORNADO 600 MARK NX 3FLOW Inox |3*1400Вт,220В,600м3/ч,78л|698,1|5|39|,,,,,,,,
504JUTPR/TORNJU|TORNADO 504 JUSTO Inox |1500Вт,220В,140м3/ч,32л|383,5|5|40|,,,,,,,,
TPRSZ503/TORNSH|TORNADO 503 2ST TC SP13D Inox с розеткой 2,3кВ|1500Вт,220В,255м3/ч,32л|521,3|5|41|,,,,,,,
115TPSP/TORN115|TORNADO 115 Spot|1300Вт,220В,200м3/ч,35л|209,3|5|42|,,,,,,,,
315TPSP/TORN315|TORNADO 315 Spot|1400Вт,220В,200м3/ч,43л|236,6|5|42|,,,,,,,,
429TPR/TORN429CM|TORNADO 429 Spot|2*1400Вт,220В,400м3/ч,90л|419,9|5|42|,,,,,,,,
440TPR/TORN440CM|TORNADO 440 Spot|3*1400Вт,220В,600м3/ч,90л|508,3|5|42|,,,,,,,,
429TPR/TORN429CB|TORNADO 429 Spot (на тележке)|2*1400Вт,220В,400м3/ч,114л|492,7|5|42|,,,,,,,,
440TPR/TORN440CB|TORNADO 440 Spot (на тележке)|3*1400Вт,220В,600м3/ч,114л|560,3|5|42|,,,,,,,,
200GA/TORN200|TORNADO 200 |1200Вт,220В,170м3/ч,27л/6,2л|280,8|5|43|,,,,,,,
200IDGA/TOR200|TORNADO 200 IDRO (с водяным фильтром)|1200Вт,220В,170м3/ч,27л/6,2л|321,1|5|43|,,,,,,,
300GA/TORN300|TORNADO 300 Inox|1400Вт,220В,170м3/ч,32л/11л|380,9|5|43|,,,,,,,,
400GA/TORN400|TORNADO 400 Spot|1300Вт,220В,170м3/ч,36л/11л|380,9|5|43|,,,,,,,,
700GA/TORN700|TORNADO 700 Inox|2*1200Вт,220В,340м3/ч,60л/25л|915,2|5|43|,,,,,,,,
600TPV/TORN640M|TORNADO V640M|3*1350Вт,220В,510м3/ч,65л|950,3|5|44|,,,,,,,,
PLANET 50 P|TORNADO PLANET 50|3000Вт,380В,350м3/ч,57л|1703|5|44|,,,,,,,,,
PLANET 140 2F|TORNADO PLANET 140 2F|4000Вт,380В,350м3/ч,50л,75дБ|2835,3|5|44|,,,,,,,
PLANET 152|TORNADO PLANET 152|1500Вт,230В,235м3/ч,35л,67,5дБ|2281,5|5|44|,,,,,,
02855|Держатель гребенчатого фильтра ||5,98|5|45|
06282|Держатель гребенчатого фильтра 200 IDRO||4,29|5|45|
R3602G6|Защелка (кроме V640M,PLANET 50)||0,858|5|45|,,,,,,,,,,
00326|Кнопка белая 215,503||3,848|5|45|,,,,,,,,,,
00756|Кнопка зеленная 200,200 IDRO,300,700||5,187|5|45|,,,,,,,,
00484|Кнопка красная 200,300,423,433,429,629,633||4,576|5|45|,,,,,
020726G6|Крышка верх 215,503||6,188|5|45|,,,,,,,,,,
20728G6 2l|Крышка верх 423,429,433,623,629,633,700||8,918|5|45|,,,,,
R21464G6|Крышка верх 200,200 IDRO,300||5,72|5|45|,,,,,,,,,
02738-1R|Крышка проставка 215,503||7,41|5|45|,,,,,,,,,,
02957 AR|Крышка проставка 423,429,433,623,629,633||18,382|5|45|,,,,,,
R2633AR|Крышка проставка 200,200 IDRO,300||8,996|5|45|,,,,,,,,,
02643G6|Бак (корпус) 200,200 IDRO||35,204|5|45|,,,,,,,,,,
01218 NE|Основание 215,300,503||25,012|5|45|,,,,,,,,,
00477 NE|Основание 423,429,433||28,704|5|45|,,,,,,,,,
07713|Основание 623,633||49,114|5|45|,,,,,,,,,,
1219 NE|Основание в сборе с колесами 215,300,503||29,718|5|45|,,,,,,,,,
00876 BASE|Основание в сборе с колесами 423,429,433||70,304|5|45|,,,,,,,,,
02981|Основание в сборе с колесами 623,633||207,87|5|45|,,,,,,,,,,
00558B/L|Колесо мал. 200,200 IDRO,215,300,503||1,742|5|45|,,,,,,,
00479B/L|Колесо сред. 423,429,433,629||8,372|5|45|,,,,,,,,
01110|Конденсатор для 504||7,956|5|45|
00090|Муфта соединительная (пылесос-шланг) 36 мм ||3,822|5|45|
00084|Муфта соединительная (пылесос-шланг) 38 мм ||2,47|5|45|
00622|Муфта соединительная (шланг-насадка) 36 мм ||3,068|5|45|
00083|Муфта соединительная (шланг-насадка) 38 мм ||2,028|5|45|
00048|Муфта соединительная (шланг-шланг) 36 мм ||3,796|5|45|
00047|Муфта соединительная (шланг-шланг) 38 мм ||5,148|5|45|
R6693|Муфта соед. (шланг-насадка) химчистка 38 мм ||4,732|5|45|
R6694|Муфта соед. (пылесос-шланг) химчистка 38 мм ||4,29|5|45|
03928|Муфта соед. вращающаяся (шланг-насадка) 38 мм ||3,874|5|45|
00006|Переходник 38-36 мм||2,574|5|45|
0041R|Насадка сухая уборка  (балка всасывающая) 38 мм||176,904|5|45|
6189R|Насадка коннектор угловая с курком для химии ||21,164|5|45|
00616|Насадка мебельная 36 мм||1,846|5|45|
00006|Насадка переходник 38/36||2,574|5|45|
2706R|Насадка половая влажная уборка для химчистки (без курка,с шлангом для химии) 36 мм||20,67|5|45|,,,,,,,,,,
2725R|Насадка половая (влажная уборка) для химчистки (набор-трубка изогнутая,трубка изогнутая с курком,прямая трубка,насадка с шлангом для химии,стяжки резиновые) 36 мм||93,834|5|45|,,,,,,,
06173|Насадка половая влажная уборка для химчистки (с шлангом для химии,стяжкой и щеткой на насадке) 36 мм||26,676|5|45|,,,,,,,,,,
00651|Насадка ручная влажная уборка для химчистки (без курка и шланга для химии) 36 мм||12,61|5|45|
00752|Насадка ручная влажная уборка для химчистки  (с курком и шлангом для химии) 36 мм||40,352|5|45|
06174|Насадка ручная влажная уборка для химчистки (с  шлангом для химии) 36 мм||34,97|5|45|
00726|Курок для насадки (химчистка) 00752||10,218|5|45|
0042R|Насадка влажная уборка (балка всасывающая) 38 мм||163,202|5|45|
00617|Насадка щелевая 36 мм||1,326|5|45|
00003|Насадка щелевая 38 мм||2,938|5|45|
02296|Насадка щелевая 38 мм (металл)||12,168|5|45|
06388|Переходник для насадок 38 м ||2,21|5|45|
00758|Помпа для химчистки 200,200 IDRO,300||62,816|5|45|,,,,,,,,,
R6926/OTT|Помпа для химчистки в сборе 200,300||77,272|5|45|,,,,,,,,,,
R6911|Помпа для химчистки в сборе 200 IDRO||58,968|5|45|
06158|Трубка коннектор угловая 36 мм (пластик)||3,653|5|45|
00614|Трубка коннектор угловая 36 мм (пластик)||5,746|5|45|
06389|Трубка коннектор угловая 38 мм (пластик)||4,264|5|45|
06158 G52  |Трубка коннектор угловая для YVO 36 мм||4,654|5|45|
06240|Трубка удлинитель (плас-металл) 36 мм ||6,812|5|45|
06387|Трубка удлинитель (плас-металл) 38 мм ||6,968|5|45|
02852|Фильтр  гребенчатый ||20,93|5|45|
6053R|Фильтр синтепоновый для химчистки 300||9,75|5|45|
03291|Фильтр синтепоновый для химчистки ||19,786|5|45|
03241|Фильтр синтепоновый корзина 215,503 ||26,156|5|45|,,,,,,,,,,
03240|Фильтр синт. корзина 423,429,433,629,700||39,208|5|45|,,,,,,,
03242|Фильтр синтепоновый корзина 623,633,640||41,002|5|45|,,,,,,,,,
01659|Шланг 2 м. 36 мм ||13,234|5|45|
01989|Шланг 3 м. 36 мм ||25,714|5|45|
00008|Шланг 2,5 м. 38 мм ||21,476|5|45|,,,,,,,,,,
02780|Шланг 4,5 м. 38 мм ||40,118|5|45|,,,,,,,,,,
02548|Шланг для химчистки 2 м 36 мм||52,832|5|45|
02551/OTT|Шланг для химчистки 2,5 м 38 мм||69,81|5|45|,,,,,,,,,,
07993 G-G52         |Шланг для YVO||7,098|5|45|
00723|Шланг для подачи химии||3,094|5|45|
00004|Щетка круглая 36 мм ||3,094|5|45|
06295|Щетка круглая 38 мм ||3,146|5|45|
2720R|Щетка с рез. стяжками 36 мм||10,166|5|45|
06385|Щетка с рез. стяжками 38 мм ||13,806|5|45|
00002|Щетка с щет. стяжками 36 мм||8,034|5|45|
06384|Щетка с щет. стяжками 38 мм ||14,092|5|45|
00632|Щетка-насадка с переключением ковер-пол 36 мм||20,54|5|45|
06173                    |Насадка половая влажная уборка для химчистки||28,028|5|45|
00752                    |Насадка ручная влажная уборка для химчистки||42,38|5|45|
06174                    |Насадка ручная влажная уборка для химчистки||36,712|5|45|
00484                    |Кнопка красная||4,797|5|45|
00756                    |Кнопка зеленая||5,447|5|45|
00326                    |Кнопка белая||4,03|5|45|
06260          |Фильтр  гребенчатый для JUSTO||19,916|5|45|
02875             |Пакет бумажный 423,429,433,623,629,633||6,292|5|45|,,,,,,
02741       |Пакет бумажный 215||2,522|5|45|
07882|Пакет бумажный для YVO||1,222|5|45|
00028    |Трубка всасывающая телескопическая для YVO (метал) 36 мм.||25,012|5|45|
00617 G52            |Насадка щелевая для YVO 36 мм||1,404|5|45|
00632T G52         |Щетка-насадка с переключением ковер-пол  для YVO 36 мм||13,572|5|45|
00616 G52    |Насадка мебельная для YVO 36 мм||1,95|5|45|
06240 G52     |Трубка удлинитель для YVO (плас-металл) 36 мм||7,15|5|45|
00004 G52                |Щетка круглая для YVO 36 мм||3,25|5|45|
06158 G52  |Трубка коннектор угловая для YVO 36 мм||4,654|5|45|
02737     |Насадка для поключения эл.инструмента к 504||10,608|5|45|
07993 G-G52         |Шланг для YVO||7,098|5|45|
020862|Фильтр пакет бумажный для YVO MAXI||1,612|5|45|
06407/RIC       |Насадка половая влажная уборка для химчистки 38 мм.||154,544|5|45|
61300524|Турбина (1200W)|Турбина для пылеводососов SOTECO (Mirage,Tornado,Nevada,Panda,Delvir,Amsterdam и т.д.)|38,012|12|46|,,,,,,,,,,
61300731|Турбина (1200W)|Турбина для пылеводососов SOTECO(Mirage,Tornado,Nevada,Panda,Delvir,Amsterdam и т.д.)|26,26|12|46|
61300501|Турбина (1000W)|Турбина для пылеводососов SOTECO(модели 115,215 Inox,200,200 IDRO,300,700)|34,84|12|46|,,,,,,
64200027|Турбина высокооборотистая (1300W)|Турбина для пылеводососов GHIBLI и SOTECO(модели 429 FLOWMIX,429 FLOWMIX,629 FLOWMIX)|42,25|12|46|,,,,,,,,,
61300447|Турбина (1250W)|Турбина для пылеводососовKАRCHER и STARMIX|34,84|12|46|
20047|Турбина одностадийная (1200W)|Турбина для пылеводососов  SOTECO серии PANDA XP|32,37|12|46|
001|Пенокомплект (нержавейка,муфта-байонет 500bar),копье L=60cm||135,915|6|47|,,,,,,,,,
002|Пенокомплект (нержавейка,муфта-байонет 250bar),копье L=60cm||97,682|6|47|,,,,,,,,,
003|Пенокомплект (KW,муфта-байонет 250bar),копье L=60cm||94,731|6|47|,,,,,,,,,
004|Пенокомплект ECOLINE (KW,муфта-байонет 250bar),копье L=60cm||81,172|6|47|,,,,,,,,,
005|Пенокомплект ECOLINE (муфта-байонет 250bar),копье L=60cm||81,172|6|47|,,,,,,,,,,
006|Пенокомплект ECOLINE (пенораспылитель ST-73,муфта-байонет 250bar),копье L=60cm||75,14|6|47|,,,,,,,,,
200073500|Пенораспылитель ST-73 с бачком ||19,604|6|47|
020073530|Переходник (от пенораспылителя ST-73 к бачку LS3)||0,754|6|47|
20073504|Втулка для ST-73 ||0,286|6|47|
540500|Пенораспылитель LS3 с бачком (цена от 50шт.)||27,391|6|47|
540500|Пенораспылитель LS3 с бачком (цена от 15шт.)||28,86|6|47|
540500|Пенораспылитель LS3 с бачком||30,953|6|47|
540506|Пенораспылитель LS3 с бачком и ниппелем KW||42,003|6|47|
202300520|Пистолет ST-2300||26,572|6|47|
202300526|Пистолет ST-2300 (с красной вставкой)||26,572|6|47|
202300536|Пистолет ST-2300 с муфтой KW (нержавейка)||52,195|6|47|
202300553|Пистолет ST-2300 с вращающейся муфтой||41,405|6|47|
507001550|Пистолет (EU) ECOLINE||18,317|6|47|
507001562|Пистолет (EU) ECOLINE с муфтой KW,вход М22х1,5внеш||42,029|6|47|,,,,,,,,,
203600545|Пистолет сверхвысокого давления ST-3600,600bar,вход 1/2внут,выход 1/4внут||217,555|6|47|,,,,,,,,
200300100|Рем. комплект  для пистолета ST-2300 с вращающейся муфтой||5,525|6|47|
202300490|Рем. комплект для пистолета ST-2300||9,971|6|47|
202000044|Рем. комплект для пистолета ECOLINE||9,893|6|47|
200045600|Муфта-байонет 500bar||33,046|6|47|
200045560|Муфта-байонет 250bar||19,617|6|47|
200045510|Муфта-байонет 250bar,вход 3/8внут,никелир. латунь ||11,804|6|47|,,,,,,,,,
202700350|Муфта-байонет KW (нержавейка) 250bar||30,212|6|47|
60000103|Пружина для муфты-байонета 500bar ||0,455|6|47|
56800|Вращающееся соединение,400bar,вход 1/4внеш,выход 22х1,5внут||13,455|6|47|,,,,,,,
56825|Вращающееся соединение,400bar,вход 3/8внеш,выход 22х1,5внут||17,082|6|47|,,,,,,,
51002|Копье литое L=30cm (прямое)||9,061|6|47|
5121031|Копье L=50cm (прямое)||9,724|6|47|
511308|Копье L=60cm (прямое)||12,48|6|47|
200028115|Копье L=60cm (EU) (прямое)||8,255|6|47|
200028306|Копье литое L=60cm (прямое) для турбофрез||6,695|6|47|
512203|Копье литое L=60cm (прямое)||10,231|6|47|
5122032|Копье литое L=60cm (прямое) (красный наконечник копья)||10,218|6|47|
200028307|Копье литое L=70cm (прямое) для турбофрез||6,89|6|47|
200028309|Копье литое L=90cm (прямое) для турбофрез ||7,28|6|47|
5123031|Копье литое L=80cm (изогнутое)||12,103|6|47|
51230321|Копье литое L=80cm (изогнутое) (красный наконечник копья)||12,103|6|47|
70008002|Копье литое сверхвысокого давления L=80см (прямое)||39,884|6|47|
514519|Копье L=100cm (прямое) вращ. M22,400bar,нерж.сталь||44,954|6|47|,,,,,,,,,
51250321|Копье литое L=120cm (изогнутое) (красный наконечник копья)||16,614|6|47|
5126031|Копье литое L=150cm (изогнутое)||22,841|6|47|
51260321|Копье литое L=150cm (изогнутое) (красный наконечник копья)||22,828|6|47|
200028303|Удлинитель пистолета,330mm,вход 1/4внеш,выход 1/4внеш||4,537|6|47|,,,,,,,,
51905|Пластиковый наконечник копья (форсункодержатель)||2,366|6|47|
51950|Держатель форсунки Karcher,1/4внут - M18внеш ||1,443|6|47|,,,,,,,,,,
51960|Пластиковый наконечник копья Karcher (форсункодержатель) ||1,742|6|47|
200330500|Форсункодержатель вращающийся для копья 1/4внут - 1/4внут||31,707|6|47|
200330600|Форсункодержатель вращающийся для копья М18внут - 1,5внут (для для KARCHER)||40,69|6|47|,,,,,,,,,,
61307|Форсунка 15025||4,719|6|47|
61310|Форсунка 15030||4,719|6|47|
61320|Форсунка 15034||4,719|6|47|
61330|Форсунка 15040||4,719|6|47|
61340|Форсунка 15045||4,719|6|47|
61350|Форсунка 15050 ||4,719|6|47|
61360|Форсунка 15055||4,719|6|47|
61370|Форсунка 15060||4,719|6|47|
61380|Форсунка 15065||4,719|6|47|
61390|Форсунка 15070||4,719|6|47|
61410|Форсунка 15080||4,719|6|47|
61765|Форсунка 25025||4,719|6|47|
61770|Форсунка 25030||4,719|6|47|
61780|Форсунка 25034||4,719|6|47|
61790|Форсунка 25040||4,719|6|47|
61800|Форсунка 25045||4,719|6|47|
61810|Форсунка 25050||4,719|6|47|
61820|Форсунка 25055||4,719|6|47|
61830|Форсунка 25060||4,719|6|47|
61840|Форсунка 25065 (сила удара - 100%)||4,719|6|47|
618405|Форсунка 25065 (сила удара - 250%)||7,449|6|47|
61850|Форсунка 25070||4,719|6|47|
61870|Форсунка 25080||4,719|6|47|
617905|Форсунка 25040 (сила удара – 250%) ||7,683|6|47|
618005|Форсунка 25045 (сила удара – 250%) ||7,683|6|47|
200264520|Обратный вентиль,нерж. сталь,вход-выход 3/8внут,400bar||26,403|6|47|,,,,,,,,
40005468|Ниппель 500bar||15,873|6|47|
40005482|Ниппель 250bar (557209)||10,777|6|47|
40005669|Ниппель 250bar (557209) 1/4внеш||13,793|6|47|
557204|Ниппель 250bar,вход 3/8внут,оцинк.сталь ||3,055|6|47|,,,,,,,,,
40001255|Ниппель удлиненный (KW) 250bar||9,373|6|47|
57018|Переходник 1/8внеш - 1/8внеш||0,832|6|47|
57048|Переходник 1/4внеш - 1/4внеш 500bar||0,689|6|47|
57078|Переходник 3/8внеш - 3/8внеш||1,131|6|47|
57098|Переходник 1/2внеш - 1/2внеш||1,729|6|47|
57118|Переходник 3/4внеш - 3/4внеш||2,496|6|47|
57528|Переходник 1/8внут - 3/8внеш||1,638|6|47|
57538|Переходник (копье-ниппель) 1/4внут - 3/8внеш  250bar||1,339|6|47|
575758|Переходник 1/2внут - 1внеш||5,577|6|47|
57620|Переходник 1/4внеш - 1/4внут||1,95|6|47|
57028|Переходник 1/8внеш - 1/4внеш||0,897|6|47|
57038|Переходник 1/8внеш - 3/8внеш||2,015|6|47|
57058|Переходник (пистолет-муфта,LS3-ниппель 250bar) 1/4внеш - 3/8внеш  250bar||1,014|6|47|,,,,,,,,,,
57088|Переходник 3/8внеш - 1/2внеш||1,638|6|47|
570858|Переходник 3/8внеш - 3/4внеш||2,691|6|47|
57108|Переходник 1/2внеш - 3/4внеш||2,262|6|47|
58114121|Переходник M22x1,5внеш - 1/2внеш||2,197|6|47|,,,,,,,,,,
51970|Переходник М18внут - 1/4внеш (KARCHER)||3,055|6|47|
56520|Переходник М22внеш - 1/4внут||2,171|6|47|
56540|Переходник М22внеш - 3/8внут||2,171|6|47|
56510|Переходник M22x1,5внеш - 1/8внут||2,6|6|47|,,,,,,,,,,
56565|Переходник M22x1,5внеш - 1/2внут||3,965|6|47|,,,,,,,,,,
57050|Переходник 1/4внеш - 3/8внеш||1,586|6|47|
56530|Переходник М22внеш - 1/4внеш||1,794|6|47|
56550|Переходник М22внеш - 3/8внеш||2,171|6|47|
56560|Переходник M22внеш – 1/2внеш ||1,937|6|47|
57060|Переходник 1/2 внеш - 1/4 внеш ||2,444|6|47|
57120|Переходник 3/4внеш - 1внеш||8,008|6|47|
51820|Переходник 1/8внут - 1/4внут||2,522|6|47|
51860|Переходник 3/8внут - 1/4внут||1,664|6|47|
57630|Переходник 1/4внеш - 3/8внут||2,483|6|47|
57610|Переходник 1/8внеш - 1/4внут||2,119|6|47|
57630|Переходник 1/4внеш - 3/8внут||2,431|6|47|
57690|Переходник 3/4внеш - 1внут||12,883|6|47|
56810|Поворотная муфта M22x1,5гайка - M22x1,5внеш (пистолет-шланг)||16,393|6|47|,,,,,,,,,
5680011|Рем.комплект поворотной муфты (56810)||3,081|6|47|
200301050|Вращ. соединения ST-301,350bar,нерж.сталь/латунь,1/4внут-M22х1,5внут||15,912|6|47|,,,,,,,
200301060|Вращ. соединения ST-301,350bar,нерж.сталь/латунь,1/4внут-M22х1,5внеш ||15,912|6|47|,,,,,,,
57665|Переходник 3/8внут-1/2внеш||5,031|6|47|
56140|Переходник M22x1,5гайка - 1/4внеш||4,277|6|47|,,,,,,,,,,
56160|Переходник M22x1,5гайка - 3/8внеш||4,277|6|47|,,,,,,,,,,
56440|Переходник M21x1,5гайка - 3/8внеш (ALTO)||4,043|6|47|,,,,,,,,,,
56130|Переходник M22x1,5гайка - 1/4внут (удлиненный)||4,355|6|47|,,,,,,,,,,
56150|Переходник M22x1,5гайка - 3/8внут||4,277|6|47|,,,,,,,,,,
200340510|Переходник 1/2внеш - 1/2внут ||19,773|6|47|
57650|Переходник 3/8внут - 3/8внеш||3,731|6|47|
57660|Переходник 3/8внеш - 1/2внут||2,574|6|47|
57680|Переходник 1/2внеш - 1/2внут||7,358|6|47|
57530|Переходник 1/4внут - 3/8внеш||1,118|6|47|
57540|Переходник 1/2внеш - 1/4внут||2,002|6|47|
57569|Переходник 3/4внеш - 3/8внут||5,213|6|47|
57570|Переходник 1/2внут - 3/4внеш||2,6|6|47|
57580|Переходник 3/4внут - 1внеш||3,731|6|47|
57236|Переходник (угловой) 1/2внут - 1/2внеш||4,836|6|47|
51810|Переходник 1/8внут - 1/8внут||1,781|6|47|
51830|Переходник 1/4внут - 1/4внут||1,3|6|47|
51840|Переходник 3/8внут - 3/8внут||2,067|6|47|
57130|Переходник 1внеш - 1внеш||9,308|6|47|
565251|Контрниппель для вращ. соединений M22х1,5внеш-1/4внут ||2,964|6|47|,,,,,,,,,,
57775|Тройник M22внеш - M22внут - M22внеш||18,265|6|47|
57776|Тройник M22внеш - M22внеш - M22внеш||17,264|6|47|
10005470|Тройник 3/8внеш-3/8внут-3/8внут||5,577|6|47|
10005480|Тройник 3/8внут -3/8внут-3/8внут ||8,138|6|47|
10005450|Переходник угловой 3/8внеш-3/8внеш ||4,485|6|47|
